annotation_id,_iter,confirmed_task,Reasoning,Variables,Template,A1,A2
5b85b4e5-60cb-42e6-af73-a6a45f8fc49d,673,Find tickets as gifts and book 2 tickets for stand-up comedian Dave Chappelle and the roots shows.,"Gifts is a general term, but tickets is specific. The number 2 is a quantity. Stand-up comedian Dave Chappelle and the roots shows are specific entertainment acts. So, I need to remove them.","var1: 2, var2: stand-up comedian Dave Chappelle, var3: the roots shows",Find tickets as gifts and book [var1] tickets for [var2] and [var3] shows.,Find tickets as gifts and book tickets for shows,Find tickets as gifts and book 2 tickets for shows
5e01c2f7-c63b-4826-98a3-a18f731e16ea,674,Browse tickets for Chicago Bears games.,"Chicago Bears is a team name. So, I need to remove it.",var1: Chicago Bears,Browse tickets for [var1] games,Browse tickets for games,Browse tickets for Chicago Bears games
6a56a1fb-f201-4bf9-b225-842181920388,675,Show events in Los Angeles and select the one on the Friday this weekend.,"Los Angeles is a place. Friday and this weekend are time-related variables. So, I need to remove them.","var1: Los Angeles, var2: Friday, var3: this weekend",Show events in [var1] and select the one on the [var2] [var3].,Show events and select one,Show events in Los Angeles and select the one on Friday
708cbe51-b493-41da-afa8-648564133972,676,Show me the Flight schedules and notifications for a flight outside the us from BHZ to EWN leaving on april 30,"BHZ and EWN are airport codes, which are places. ""outside the us"" is a location specification. ""april 30"" is a date. So, I need to remove them.","var1: outside the us, var2: BHZ, var3: EWN, var4: april 30",Show me the Flight schedules and notifications for a flight [var1] from [var2] to [var3] leaving on [var4],Show me the Flight schedules and notifications for a flight,Show me the Flight schedules and notifications for a flight from BHZ to EWN
7b05f537-af7a-4fd7-972b-123ce5a34294,677,Check status of flight 6944 on April 6,"Flight 6944 is a flight number. April 6 is a date. So, I need to remove them.","var1:  flight 6944, var2: April 6",Check status of [var1] on [var2],Check status of flight,Check status of flight on April 6
c50985ee-d4d0-4a9e-ac6f-97bede200abd,678,check the lowest price ticket including fees to the next M3 Rock Festival - 2 Day Pass,"The ""M3 Rock Festival - 2 Day Pass"" is a specific event name. There are no other variables such as place or date mentioned.",var1: M3 Rock Festival - 2 Day Pass,Check the lowest price ticket including fees to the next [var1],Check the lowest price ticket including fees to the next event,Check the lowest price ticket including fees to the next M3 Rock Festival - 2 Day Pass
c7058499-3dc9-4175-9142-d22416d25a1f,679,search the best VIP seat to the Red Hot Chili Peppers 2023 Tour,"VIP seat is a type of seating. Red Hot Chili Peppers 2023 Tour is a specific event. So, I need to remove them.","var1: VIP, var2: Red Hot Chili Peppers 2023 Tour",Search the best [var1] seat to the [var2],Search the best seat to the tour,Search the best VIP seat to the tour
21f5aaaa-d54e-42a6-91c0-d1a427533963,680,Show me the new arrivals on Easter home decor,Easter is a specific holiday. Home decor is a general category that does not need to be removed.,var1: Easter,Show me the new arrivals on [var1] home decor,Show me the new arrivals on home decor,Show me the new arrivals on Easter home decor
2b29b7d1-bd80-4d2c-a491-9dfc89827e84,681,Browse best selling black hoodies in mens size Big and Tall that is between $25 and $50.,"Best selling is a specific category. Black is a color. Men's size Big and Tall is a specific size category. $25 and $50 are specific price points. So, I need to remove them.","var1: best selling, var2: black, var3: Men's size Big and Tall, var4: $25, var5: $50",Browse [var1] [var2] hoodies in [var3] that is between [var4] and [var5].,Browse hoodies,Browse hoodies in Men's size Big and Tall that is between $25 and $50
e9f5f0d0-7241-4a28-b387-c65a0ce52a61,682,"Search for a rental car in Miami, FL for pick up at the airport and drop off at a different location within the same city.","Miami, FL is a place. The airport is a specific location. So, I need to remove them.","var1: Miami, FL, var2: the airport",Search for a rental car in [var1] for pick up at [var2] and drop off at a different location within the same city.,Search for a rental car for pick up at one location and drop off at a different location within the same city,"Search for a rental car in Miami, FL for pick up at one location and drop off at a different location within the same city"
eee72e78-71bd-434b-ba74-33888ea5522d,683,book the cheapest hotel in Le maraise neighborhood in paris with 2 room for 3 adult on March 27th to April 2nd.,"Le Marais is a neighborhood, Paris is a place, 2 is a number indicating the quantity of rooms, 3 is a number indicating the number of adults, March 27th and April 2nd are dates. So, I need to remove them.","var1: Le Marais, var2: Paris, var3: 2, var4: 3, var5: March 27th, var6: April 2nd",Book the cheapest hotel in [var1] neighborhood in [var2] with [var3] room for [var4] adult on [var5] to [var6].,Book the cheapest hotel with rooms for adults,Book the cheapest hotel in Paris with 2 rooms for 3 adults from March 27th to April 2nd
02e7bae3-c67f-4227-b6ea-7b87d111202a,684,Show latest documentaries on Netflix and add the one with 70+ metascore.,"Netflix is a product name. Documentaries is a genre. 70+ is a score. So, I need to remove them.","var1: Netflix, var2: documentaries, var3: 70+",Show latest [var2] on [var1] and add the one with [var3] metascore.,Show latest videos and add the one with a high metascore,Show latest documentaries on Netflix and add the one with a high metascore
0dd0b532-7bac-4b3e-b5a4-2ca6b0897af6,685,Browse comedy TV shows streaming on HBO Max that was released in 2010.,"Comedy is a genre. HBO Max is a streaming service. 2010 is a year. So, I need to remove them.","var1: comedy, var2: HBO Max, var3: 2010",Browse [var1] TV shows streaming on [var2] that was released in [var3].,Browse TV shows,Browse TV shows streaming on HBO Max
42f64db7-c573-4ba8-9cab-a390e2f5e535,686,"Find a flight from Mumbai to New York City on 21st April, 2023.","Mumbai and New York City are places. 21st April, 2023 is a date. So, I need to remove them.","var1: Mumbai, var2: New York City, var3: 21st April, 2023",Find a flight from [var1] to [var2] on [var3].,Find a flight,Find a flight from Mumbai to New York City
0592744b-ea69-4724-80f8-3924916b7758,687,Find out the cancellation policy,"There are no specific variables such as place, date, product name, etc., that need to be removed from this task description.",,Find out the cancellation policy,Find out the cancellation policy,Find out the cancellation policy
122af0dc-9e4e-4c5a-98ad-5c4d02f32284,688,Find the next available bus from Chicago to Ann Arbor.,"Chicago is a departure place. Ann Arbor is a destination place. So, I need to remove them.","var1: Chicago, var2: Ann Arbor",Find the next available bus from [var1] to [var2],Find the next available bus,Find the next available bus from Chicago to Ann Arbor
0ad8d621-8f1a-4fc2-adf9-a78d363ebd3a,689,Browse the most recent NASCAR driver news.,"NASCAR is a specific racing organization. Driver is a specific subject within the news. So, I need to remove them.","var1: NASCAR, var2: driver",Browse the most recent [var1] [var2] news,Browse the most recent news,Browse the most recent driver news
14d4edf5-e5ca-40e8-8e5d-77068a22c32c,690,check the scores of the premiership on 19th of March.,"The premiership is a specific sports league. 19th of March is a date. So, I need to remove them.","var1: the premiership, var2: 19th of March",Check the scores of [var1] on [var2].,Check the scores,Check the scores on 19th of March
14f5587e-1353-419e-a381-f92d54ea2059,691,Find bio information about Lebron James.,"Lebron James is a person's name. So, I need to remove it.",var1: Lebron James,Find bio information about [var1],Find bio information,Find bio information about an athlete
29fde741-075c-446c-8e8a-f432e81e7ac0,692,"Calculate vehicle price with a challenge credit score, monthly payment of $250 with a $3000 down payment and 24% APR for 48 months in Tennessee.","Challenge credit score is a condition. $250 is a specific amount. $3000 is a specific amount. 24% APR is a specific rate. 48 months is a specific time period. Tennessee is a place. So, I need to remove them.","var1: challenge credit score, var2: $250, var3: $3000, var4: 24% APR, var5: 48 months, var6: Tennessee","Calculate vehicle price with a [var1] credit score, monthly payment of [var2] with a [var3] down payment and [var4] for [var5] in [var6].","Calculate vehicle price with a credit score, monthly payment with a down payment and APR for a period.","Calculate vehicle price with a credit score, monthly payment with a down payment and APR for 48 months."
5c91b907-39db-49c3-af73-5eb5c2390a93,693,Find a store in Modesto California and set is as my store.,"Modesto California is a place. So, I need to remove it.",var1: Modesto California,Find a store in [var1] and set it as my store.,Find a store and set it as my store,Find a store in Modesto California and set it as my store
5d69e640-7765-4381-979c-9881afc048dd,694,"Calculate the monthly payment of a 15k car with a down payment of 5k in Michigan for a fair-rated person for a term length of 48 months, then shop with this budget for the cheapest car and add it to the favorites.","The amount for the car (15k) and down payment (5k) are specific numbers. Michigan is a place. ""Fair-rated"" describes the credit rating of a person, which is a variable. The term length (48 months) is also a specific number. So, I need to remove them.","var1: 15k, var2: 5k, var3: Michigan, var4: fair-rated, var5: 48 months","Calculate the monthly payment of a [var1] car with a down payment of [var2] in [var3] for a [var4] person for a term length of [var5], then shop with this budget for the cheapest car and add it to the favorites.","Calculate the monthly payment of a car with a down payment, then shop with this budget for the cheapest car and add it to the favorites.","Calculate the monthly payment of a car with a down payment in Michigan for a term length, then shop with this budget for the cheapest car and add it to the favorites."
